date,source,medium,market,device_category,sessions,users,new_users,engaged_sessions,engagement_rate,avg_session_duration,events,conversions,total_revenue,bounce_rate
2024-08-16,direct,(none),DE,mobile,386,280,220,221,0.573,218.6,1418,8,980.36,0.462
2024-08-16,direct,(none),DE,tablet,50,41,27,30,0.617,180.3,174,1,126.46,0.403
2024-08-17,google,organic,US,desktop,1464,1196,849,1018,0.696,129.3,4148,60,7498.82,0.278
2024-08-17,google,organic,US,mobile,2058,1510,966,1274,0.619,173.7,7827,69,9355.48,0.389
2024-08-17,google,organic,US,tablet,436,376,243,309,0.709,203.7,1414,13,1735.95,0.324
2024-08-17,direct,(none),US,desktop,892,646,418,578,0.649,151.5,3106,38,6372.59,0.371
2024-08-17,direct,(none),US,mobile,1281,1005,667,910,0.711,172.7,3923,47,7050.17,0.218
2024-08-17,direct,(none),US,tablet,292,217,151,216,0.742,165.3,1188,13,1965.2,0.25
2024-08-17,newsletter,email,US,desktop,368,297,212,187,0.511,182.7,1146,17,2875.33,0.557
2024-08-17,newsletter,email,US,mobile,454,353,231,250,0.552,206.4,1668,22,3694.64,0.446
2024-08-17,newsletter,email,US,tablet,83,66,40,48,0.583,206.9,271,3,481.89,0.391
2024-08-17,google,organic,UK,desktop,762,619,338,488,0.641,148.4,2813,21,2609.45,0.407
2024-08-17,google,organic,UK,mobile,1239,1036,692,791,0.639,191.3,4700,41,5396.73,0.427
2024-08-17,google,organic,UK,tablet,242,182,118,153,0.632,181.2,956,7,811.02,0.405
2024-08-17,referral,referral,FR,desktop,204,158,99,116,0.572,172.8,704,3,282.62,0.399
2024-08-17,referral,referral,FR,mobile,290,228,158,163,0.565,213.9,1183,5,550.84,0.434
2024-08-17,referral,referral,FR,tablet,46,34,22,25,0.545,193.8,178,0,0.0,0.461
2024-08-17,direct,(none),DE,desktop,174,146,95,110,0.637,156.0,582,4,465.84,0.37
2024-08-17,direct,(none),DE,mobile,316,257,172,181,0.574,134.1,1160,8,935.2,0.44
2024-08-17,direct,(none),DE,tablet,54,46,31,32,0.605,139.0,187,1,111.82,0.403
2024-08-18,google,organic,US,desktop,1446,1244,837,976,0.675,160.3,6133,42,6309.39,0.338
2024-08-18,google,organic,US,mobile,1681,1330,798,1033,0.615,137.0,6697,65,7526.2,0.442
2024-08-18,google,organic,US,tablet,335,271,157,232,0.693,185.4,1380,13,2014.36,0.291
2024-08-18,direct,(none),US,desktop,802,621,439,587,0.732,208.9,3297,27,4637.24,0.288
2024-08-18,direct,(none),US,mobile,1236,1006,657,917,0.742,170.0,4792,52,7781.32,0.262
2024-08-18,direct,(none),US,tablet,311,240,155,216,0.696,164.8,1244,13,2014.05,0.329
2024-08-18,newsletter,email,US,desktop,309,245,141,186,0.604,184.6,1145,14,2373.44,0.407
2024-08-18,newsletter,email,US,mobile,431,323,231,257,0.598,186.9,1171,20,3138.25,0.383
2024-08-18,newsletter,email,US,tablet,87,72,49,53,0.61,152.4,307,4,608.15,0.413
2024-08-18,google,organic,UK,desktop,617,525,320,423,0.686,234.8,2261,20,2516.71,0.339
2024-08-18,google,organic,UK,mobile,1013,758,358,619,0.612,187.5,4246,30,4212.91,0.374
2024-08-18,google,organic,UK,tablet,180,151,80,111,0.62,169.2,756,5,676.86,0.408
2024-08-18,referral,referral,FR,desktop,154,122,77,88,0.576,198.2,556,2,238.27,0.422
2024-08-18,referral,referral,FR,mobile,238,175,119,122,0.515,230.2,798,4,445.6,0.457
2024-08-18,referral,referral,FR,tablet,39,31,19,21,0.553,176.7,148,0,0.0,0.43
2024-08-18,direct,(none),DE,desktop,112,88,59,65,0.585,191.2,407,2,245.99,0.408
2024-08-18,direct,(none),DE,mobile,225,174,108,136,0.605,173.8,976,6,751.39,0.39
2024-08-18,direct,(none),DE,tablet,30,23,14,17,0.592,179.1,118,0,0.0,0.398
2024-08-19,google,organic,US,desktop,1867,1519,1022,1291,0.692,201.7,5996,64,8949.98,0.361
2024-08-19,google,organic,US,mobile,2733,2078,1419,1820,0.666,178.0,9889,104,13565.73,0.325
2024-08-19,google,organic,US,tablet,485,409,276,298,0.615,154.0,2130,18,2689.66,0.385
2024-08-19,direct,(none),US,desktop,1497,1131,791,1053,0.704,173.3,5940,61,9126.19,0.284
2024-08-19,direct,(none),US,mobile,1517,1259,764,1193,0.787,172.2,6347,52,8531.66,0.23
2024-08-19,direct,(none),US,tablet,418,308,191,309,0.741,184.0,1591,16,2787.68,0.313
2024-08-19,newsletter,email,US,desktop,440,359,238,271,0.617,202.4,1454,19,2794.54,0.465
2024-08-19,newsletter,email,US,mobile,735,570,355,443,0.603,204.4,2936,33,5409.19,0.4
2024-08-19,newsletter,email,US,tablet,110,83,56,64,0.586,194.9,439,6,900.41,0.435
2024-08-19,google,organic,UK,desktop,1105,870,579,675,0.611,236.9,4131,34,4326.66,0.374
2024-08-19,google,organic,UK,mobile,1344,1134,794,820,0.611,155.7,5062,38,4852.25,0.35
2024-08-19,google,organic,UK,tablet,297,240,172,182,0.615,171.0,927,9,1253.57,0.386
2024-08-19,referral,referral,FR,desktop,243,182,114,140,0.577,187.8,764,5,513.08,0.406
2024-08-19,referral,referral,FR,mobile,508,421,302,279,0.549,203.8,1769,9,964.16,0.451
2024-08-19,referral,referral,FR,tablet,70,55,40,36,0.52,144.1,226,1,114.09,0.47
2024-08-19,direct,(none),DE,desktop,219,177,110,128,0.584,175.7,751,5,616.95,0.382
2024-08-19,direct,(none),DE,mobile,448,371,219,235,0.526,161.4,1771,11,1308.29,0.452
2024-08-19,direct,(none),DE,tablet,55,43,26,32,0.588,215.9,187,1,127.33,0.376
2024-08-20,google,organic,US,desktop,1629,1372,838,1055,0.648,235.1,6617,57,8516.72,0.35
2024-08-20,google,organic,US,mobile,3196,2295,1497,1860,0.582,184.4,11545,127,18792.5,0.4
2024-08-20,google,organic,US,tablet,492,401,252,319,0.649,215.6,1669,16,2184.91,0.44
2024-08-20,direct,(none),US,desktop,1361,1150,805,1020,0.75,192.8,5219,48,7653.0,0.248
2024-08-20,direct,(none),US,mobile,2124,1693,1185,1601,0.754,101.4,7517,72,11373.33,0.24
2024-08-20,direct,(none),US,tablet,421,340,215,317,0.754,171.4,1480,18,3150.02,0.263
2024-08-20,newsletter,email,US,desktop,464,422,262,258,0.558,183.9,1976,20,3649.17,0.391
2024-08-20,newsletter,email,US,mobile,673,543,333,378,0.562,201.5,2849,25,4057.68,0.434
2024-08-20,newsletter,email,US,tablet,125,98,58,78,0.625,211.3,457,5,761.0,0.298
2024-08-20,google,organic,UK,desktop,1058,879,586,653,0.617,183.6,3580,30,3848.1,0.404
2024-08-20,google,organic,UK,mobile,1858,1469,888,1154,0.621,234.3,6216,60,8633.64,0.368
2024-08-20,google,organic,UK,tablet,265,218,147,170,0.642,236.0,996,7,914.85,0.365
2024-08-20,referral,referral,FR,desktop,334,264,168,171,0.512,194.8,1649,6,683.86,0.466
2024-08-20,referral,referral,FR,mobile,385,314,207,186,0.484,223.5,1483,7,744.01,0.532
2024-08-20,referral,referral,FR,tablet,87,70,50,50,0.586,234.2,294,1,113.18,0.389
2024-08-20,direct,(none),DE,desktop,201,164,116,128,0.638,174.8,778,5,600.85,0.338
2024-08-20,direct,(none),DE,mobile,303,250,154,165,0.547,179.1,1284,5,586.16,0.478
2024-08-20,direct,(none),DE,tablet,48,37,22,27,0.57,169.1,157,1,119.43,0.507
2024-08-21,google,organic,US,desktop,1978,1662,1166,1240,0.627,188.4,8121,74,10521.24,0.388
2024-08-21,google,organic,US,mobile,3692,3077,1979,2390,0.648,151.5,16866,149,20998.87,0.414
2024-08-21,google,organic,US,tablet,557,436,308,369,0.663,202.6,1778,17,2663.4,0.383
2024-08-21,direct,(none),US,desktop,1485,1319,910,1096,0.738,155.3,5175,49,7399.67,0.219
2024-08-21,direct,(none),US,mobile,2253,1837,1015,1606,0.713,233.1,8231,85,11293.08,0.247
2024-08-21,direct,(none),US,tablet,386,302,193,271,0.705,176.2,1252,16,2197.74,0.278
2024-08-21,newsletter,email,US,desktop,488,397,276,313,0.642,178.4,1809,22,3395.13,0.329
2024-08-21,newsletter,email,US,mobile,690,561,382,401,0.582,205.0,2560,31,4592.17,0.366
2024-08-21,newsletter,email,US,tablet,146,112,68,82,0.568,172.5,628,6,1162.24,0.434
2024-08-21,google,organic,UK,desktop,1266,1058,718,846,0.669,210.3,4981,46,5741.57,0.305
2024-08-21,google,organic,UK,mobile,1466,1275,939,885,0.604,116.4,5312,39,4869.66,0.363
2024-08-21,google,organic,UK,tablet,234,204,127,155,0.664,174.0,767,7,881.53,0.331
2024-08-21,referral,referral,FR,desktop,295,226,129,161,0.549,206.0,993,5,616.24,0.448
2024-08-21,referral,referral,FR,mobile,460,369,230,240,0.523,153.3,1764,9,1053.76,0.463
2024-08-21,referral,referral,FR,tablet,93,75,49,42,0.458,157.9,291,1,110.84,0.495
2024-08-21,direct,(none),DE,desktop,225,167,101,130,0.579,194.6,949,5,663.48,0.423
2024-08-21,direct,(none),DE,mobile,351,279,181,215,0.613,200.0,1183,8,1088.2,0.392
2024-08-21,direct,(none),DE,tablet,64,54,34,38,0.599,202.1,266,1,112.93,0.369
2024-08-22,google,organic,US,desktop,1788,1364,948,1172,0.656,204.0,7246,66,8991.78,0.347
2024-08-22,google,organic,US,mobile,2694,2008,1426,1743,0.647,139.4,10503,92,10757.58,0.314
2024-08-22,google,organic,US,tablet,474,383,268,319,0.674,196.3,1747,19,2808.93,0.331
2024-08-22,direct,(none),US,desktop,1356,1063,698,874,0.645,169.6,5900,57,8910.44,0.383
2024-08-22,direct,(none),US,mobile,2082,1600,1057,1413,0.679,185.0,7058,95,14123.94,0.3
2024-08-22,direct,(none),US,tablet,358,291,173,251,0.701,182.8,1501,11,1788.91,0.29
2024-08-22,newsletter,email,US,desktop,409,316,202,244,0.598,165.5,1764,20,3250.68,0.397
2024-08-22,newsletter,email,US,mobile,782,667,399,437,0.56,197.1,3164,36,5417.88,0.443
2024-08-22,newsletter,email,US,tablet,146,117,69,85,0.583,201.1,534,7,1197.58,0.415
2024-08-22,google,organic,UK,desktop,1021,741,536,622,0.61,169.2,3569,32,3784.37,0.359
2024-08-22,google,organic,UK,mobile,1587,1229,832,954,0.602,223.1,6279,50,6185.42,0.475
2024-08-22,google,organic,UK,tablet,275,212,147,172,0.626,157.9,1240,9,1170.37,0.446
2024-08-22,referral,referral,FR,desktop,318,254,198,180,0.568,196.6,1131,6,638.32,0.482
2024-08-22,referral,referral,FR,mobile,368,314,192,201,0.548,172.0,1290,7,769.68,0.427
2024-08-22,referral,referral,FR,tablet,84,64,40,42,0.509,167.8,326,1,125.97,0.594
2024-08-22,direct,(none),DE,desktop,205,157,112,125,0.61,210.7,788,5,590.94,0.403
2024-08-22,direct,(none),DE,mobile,333,282,166,211,0.636,129.4,1249,8,843.54,0.304
2024-08-22,direct,(none),DE,tablet,54,43,27,30,0.569,216.5,175,1,111.47,0.392
2024-08-23,google,organic,US,desktop,1684,1388,815,1110,0.659,154.1,5744,61,10024.92,0.316
2024-08-23,google,organic,US,mobile,3100,2441,1549,2122,0.685,157.2,10146,113,17838.36,0.334
2024-08-23,google,organic,US,tablet,431,334,237,302,0.701,186.2,1502,17,2365.8,0.284
2024-08-23,direct,(none),US,desktop,1153,867,701,889,0.771,162.3,5004,51,8204.83,0.216
2024-08-23,direct,(none),US,mobile,1874,1496,832,1316,0.702,180.1,7841,73,12050.15,0.248
2024-08-23,direct,(none),US,tablet,414,316,210,304,0.735,185.7,1515,15,2159.55,0.287
2024-08-23,newsletter,email,US,desktop,404,321,186,244,0.605,144.4,1631,17,2940.76,0.395
2024-08-23,newsletter,email,US,mobile,639,552,362,363,0.57,204.5,2014,22,3846.09,0.402
2024-08-23,newsletter,email,US,tablet,137,109,65,81,0.598,168.9,452,5,689.1,0.415
2024-08-23,google,organic,UK,desktop,902,720,468,532,0.591,138.9,4183,26,3873.04,0.447
2024-08-23,google,organic,UK,mobile,1536,1239,827,1040,0.677,202.4,5224,47,6503.15,0.292
2024-08-23,google,organic,UK,tablet,307,262,161,183,0.598,211.3,1095,8,1113.41,0.421
2024-08-23,referral,referral,FR,desktop,293,247,178,160,0.548,233.3,1255,4,403.74,0.371
2024-08-23,referral,referral,FR,mobile,438,329,202,254,0.58,132.6,1641,8,874.2,0.424
2024-08-23,referral,referral,FR,tablet,60,46,34,31,0.517,225.0,190,1,101.62,0.527
2024-08-23,direct,(none),DE,desktop,203,165,109,121,0.598,214.4,809,4,469.42,0.458
2024-08-23,direct,(none),DE,mobile,355,262,153,222,0.627,199.0,1192,9,1218.19,0.417
2024-08-23,direct,(none),DE,tablet,74,60,39,43,0.588,179.5,249,1,132.24,0.359
2024-08-24,google,organic,US,desktop,1111,925,593,652,0.587,178.3,4026,37,5464.16,0.369
2024-08-24,google,organic,US,mobile,2145,1697,1123,1273,0.594,165.9,7952,79,12693.69,0.432
2024-08-24,google,organic,US,tablet,411,349,224,287,0.701,210.2,1452,17,2465.1,0.352
2024-08-24,direct,(none),US,desktop,988,768,475,698,0.707,164.6,4120,41,5534.43,0.298
2024-08-24,direct,(none),US,mobile,1522,1189,801,1093,0.718,197.1,5955,66,9167.02,0.329
2024-08-24,direct,(none),US,tablet,221,175,105,162,0.734,183.7,803,10,1687.45,0.259
2024-08-24,newsletter,email,US,desktop,358,308,221,206,0.576,137.1,1367,18,2702.68,0.425
2024-08-24,newsletter,email,US,mobile,508,434,328,311,0.614,177.7,2095,25,3976.03,0.451
2024-08-24,newsletter,email,US,tablet,85,70,49,48,0.572,195.1,344,4,664.19,0.432
2024-08-24,google,organic,UK,desktop,836,661,425,518,0.621,212.0,2552,22,3380.7,0.388
2024-08-24,google,organic,UK,mobile,1140,948,586,632,0.555,189.6,3909,34,4536.48,0.45
2024-08-24,google,organic,UK,tablet,173,138,94,99,0.577,139.0,571,5,546.09,0.452
2024-08-24,referral,referral,FR,desktop,228,180,104,120,0.528,201.1,949,4,480.19,0.498
2024-08-24,referral,referral,FR,mobile,342,263,165,205,0.6,184.8,1433,7,742.11,0.419
2024-08-24,referral,referral,FR,tablet,78,60,42,43,0.555,140.9,246,1,113.06,0.476
2024-08-24,direct,(none),DE,desktop,132,109,71,79,0.6,195.9,573,3,320.93,0.394
2024-08-24,direct,(none),DE,mobile,283,236,164,165,0.585,143.1,1108,6,759.92,0.438
2024-08-24,direct,(none),DE,tablet,44,35,23,25,0.582,142.7,162,1,133.07,0.392
2024-08-25,google,organic,US,desktop,2227,1679,988,1425,0.64,154.6,7120,93,12549.56,0.426
2024-08-25,google,organic,US,mobile,2732,1998,1454,1711,0.626,183.7,8738,95,11840.59,0.371
2024-08-25,google,organic,US,tablet,531,429,297,349,0.658,192.2,1943,17,2469.51,0.339
2024-08-25,direct,(none),US,desktop,820,669,405,632,0.771,173.3,3071,34,5545.2,0.235
2024-08-25,direct,(none),US,mobile,1292,1108,543,988,0.765,204.8,3902,59,9919.37,0.246
2024-08-25,direct,(none),US,tablet,192,158,112,134,0.699,191.9,685,8,1208.9,0.287
2024-08-25,newsletter,email,US,desktop,282,210,137,166,0.591,203.5,1069,11,1950.4,0.457
2024-08-25,newsletter,email,US,mobile,451,347,219,258,0.574,187.5,1617,19,3288.8,0.435
2024-08-25,newsletter,email,US,tablet,70,56,37,39,0.559,212.3,262,3,476.79,0.456
2024-08-25,google,organic,UK,desktop,1096,873,625,631,0.576,146.2,4370,40,5564.62,0.487
2024-08-25,google,organic,UK,mobile,1646,1274,871,1069,0.65,144.6,5960,49,6024.05,0.335
2024-08-25,google,organic,UK,tablet,347,284,199,218,0.63,156.4,1338,9,1140.82,0.339
2024-08-25,referral,referral,FR,desktop,175,140,89,91,0.526,210.7,639,3,301.42,0.403
2024-08-25,referral,referral,FR,mobile,289,215,149,159,0.551,222.1,1093,5,467.28,0.478
2024-08-25,referral,referral,FR,tablet,45,35,26,25,0.567,190.5,182,0,0.0,0.412
2024-08-25,direct,(none),DE,desktop,135,103,67,80,0.596,132.6,466,3,367.03,0.427
2024-08-25,direct,(none),DE,mobile,219,158,103,138,0.631,148.0,870,4,480.78,0.385
2024-08-25,direct,(none),DE,tablet,39,35,22,22,0.583,185.5,133,0,0.0,0.443
2024-08-26,google,organic,US,desktop,2928,2541,1617,1970,0.673,193.8,10339,93,11216.15,0.341
2024-08-26,google,organic,US,mobile,5462,4022,2575,3431,0.628,194.9,19545,216,29310.08,0.335
2024-08-26,google,organic,US,tablet,819,643,442,522,0.638,191.9,2790,27,3542.61,0.338
2024-08-26,direct,(none),US,desktop,1468,1132,726,1112,0.758,200.3,6323,64,9443.52,0.282
2024-08-26,direct,(none),US,mobile,2141,1699,1126,1555,0.726,173.6,6831,104,16091.84,0.278
2024-08-26,direct,(none),US,tablet,454,350,243,313,0.691,188.7,1713,20,3399.63,0.294
2024-08-26,newsletter,email,US,desktop,511,439,283,296,0.58,166.7,1832,21,3569.0,0.351
2024-08-26,newsletter,email,US,mobile,628,501,365,354,0.564,191.6,2304,32,5273.84,0.465
2024-08-26,newsletter,email,US,tablet,116,88,59,65,0.566,180.8,442,6,1020.41,0.41
2024-08-26,google,organic,UK,desktop,1468,1274,734,889,0.606,197.4,6321,43,5602.23,0.366
2024-08-26,google,organic,UK,mobile,2715,2047,1269,1747,0.644,168.3,10966,80,9261.13,0.39
2024-08-26,google,organic,UK,tablet,409,317,205,266,0.651,165.8,1373,12,1533.3,0.336
2024-08-26,referral,referral,FR,desktop,298,224,127,181,0.609,182.8,1121,5,589.5,0.374
2024-08-26,referral,referral,FR,mobile,304,236,152,165,0.545,174.6,1052,5,536.89,0.395
2024-08-26,referral,referral,FR,tablet,63,50,33,36,0.574,173.1,205,1,102.17,0.44
2024-08-26,direct,(none),DE,desktop,256,205,122,146,0.574,157.1,908,7,920.57,0.421
2024-08-26,direct,(none),DE,mobile,350,268,152,228,0.654,117.3,1057,10,1201.6,0.315
2024-08-26,direct,(none),DE,tablet,67,55,32,39,0.584,203.7,227,1,133.68,0.336
2024-08-27,google,organic,US,desktop,1746,1415,800,1104,0.633,208.2,6005,52,7938.6,0.38
2024-08-27,google,organic,US,mobile,2838,2259,1613,1871,0.66,197.4,9773,80,11757.23,0.37
2024-08-27,google,organic,US,tablet,506,422,271,327,0.647,227.3,1817,17,2023.96,0.372
2024-08-27,direct,(none),US,desktop,1166,939,604,820,0.704,176.8,4296,54,9387.93,0.311
2024-08-27,direct,(none),US,mobile,2309,1926,1321,1783,0.772,144.7,7958,89,13462.39,0.24
2024-08-27,direct,(none),US,tablet,315,258,162,222,0.708,185.4,1361,12,1848.08,0.267
2024-08-27,newsletter,email,US,desktop,399,301,202,236,0.592,198.6,1365,20,3228.95,0.406
2024-08-27,newsletter,email,US,mobile,584,470,314,340,0.583,190.8,2310,24,3773.43,0.434
2024-08-27,newsletter,email,US,tablet,120,100,66,62,0.523,202.7,438,4,627.08,0.428
2024-08-27,google,organic,UK,desktop,1112,888,542,717,0.645,192.4,4017,29,3515.91,0.331
2024-08-27,google,organic,UK,mobile,1746,1279,840,1068,0.612,208.0,6610,55,6849.49,0.35
2024-08-27,google,organic,UK,tablet,280,232,162,169,0.607,156.8,926,8,1051.36,0.44
2024-08-27,referral,referral,FR,desktop,295,243,150,162,0.551,183.8,1076,5,555.55,0.466
2024-08-27,referral,referral,FR,mobile,522,370,265,262,0.503,188.3,2386,10,1115.84,0.485
2024-08-27,referral,referral,FR,tablet,89,72,44,48,0.547,149.8,325,1,111.2,0.427
2024-08-27,direct,(none),DE,desktop,212,169,112,128,0.608,175.3,722,5,591.41,0.424
2024-08-27,direct,(none),DE,mobile,390,290,200,243,0.625,143.7,1526,10,1108.83,0.368
2024-08-27,direct,(none),DE,tablet,63,51,30,39,0.635,125.2,263,1,114.03,0.391
2024-08-28,google,organic,US,desktop,1593,1281,861,1047,0.658,157.3,5601,56,7384.19,0.35
2024-08-28,google,organic,US,mobile,2652,2227,1653,1698,0.64,204.8,9604,84,11359.48,0.362
2024-08-28,google,organic,US,tablet,409,337,223,279,0.683,196.4,1531,13,2041.73,0.373
2024-08-28,direct,(none),US,desktop,1223,1029,640,854,0.699,169.6,4834,45,7839.88,0.324
2024-08-28,direct,(none),US,mobile,2163,1704,1199,1330,0.615,191.9,8131,73,11682.74,0.403
2024-08-28,direct,(none),US,tablet,283,212,163,201,0.713,206.3,1165,12,2011.37,0.238
2024-08-28,newsletter,email,US,desktop,425,287,162,239,0.564,162.0,1579,20,3234.24,0.442
2024-08-28,newsletter,email,US,mobile,714,543,337,413,0.579,179.4,2355,37,6263.27,0.392
2024-08-28,newsletter,email,US,tablet,121,106,70,71,0.591,163.6,433,6,968.7,0.406
2024-08-28,google,organic,UK,desktop,1021,920,609,606,0.594,162.3,4072,26,3501.84,0.382
2024-08-28,google,organic,UK,mobile,1246,947,626,826,0.663,204.7,4474,41,5177.87,0.297
2024-08-28,google,organic,UK,tablet,292,216,151,188,0.645,156.2,1096,8,1112.55,0.32
2024-08-28,referral,referral,FR,desktop,312,233,163,180,0.579,161.9,1295,5,598.38,0.469
2024-08-28,referral,referral,FR,mobile,477,377,255,254,0.533,250.9,1661,10,1034.77,0.526
2024-08-28,referral,referral,FR,tablet,103,83,56,53,0.524,151.0,392,2,210.35,0.56
2024-08-28,direct,(none),DE,desktop,202,163,109,120,0.597,124.8,701,5,595.39,0.424
2024-08-28,direct,(none),DE,mobile,374,295,179,241,0.646,143.4,1301,8,1017.33,0.391
2024-08-28,direct,(none),DE,tablet,61,49,33,39,0.654,132.1,242,1,116.44,0.355
2024-08-29,google,organic,US,desktop,1985,1634,1264,1298,0.654,180.7,7211,73,10193.79,0.346
2024-08-29,google,organic,US,mobile,2872,2282,1432,1905,0.664,172.3,11278,101,13702.71,0.379
2024-08-29,google,organic,US,tablet,514,424,264,300,0.584,164.7,1495,17,2659.63,0.386
2024-08-29,direct,(none),US,desktop,953,819,519,685,0.719,201.3,3710,43,7145.11,0.241
2024-08-29,direct,(none),US,mobile,1665,1409,871,1158,0.696,145.9,5911,67,9606.16,0.279
2024-08-29,direct,(none),US,tablet,378,290,182,242,0.641,232.3,1530,15,2157.77,0.359
2024-08-29,newsletter,email,US,desktop,436,326,171,246,0.565,137.8,1640,21,3098.4,0.417
2024-08-29,newsletter,email,US,mobile,833,692,440,538,0.646,147.7,2831,39,5475.72,0.404
2024-08-29,newsletter,email,US,tablet,127,97,66,74,0.584,171.8,413,5,939.96,0.371
2024-08-29,google,organic,UK,desktop,1229,941,660,779,0.634,198.0,4880,30,3688.98,0.326
2024-08-29,google,organic,UK,mobile,1641,1225,680,1005,0.613,120.4,6228,43,5214.09,0.317
2024-08-29,google,organic,UK,tablet,349,258,165,196,0.564,157.4,1517,10,1224.74,0.434
2024-08-29,referral,referral,FR,desktop,272,216,151,147,0.541,185.9,1030,5,517.62,0.44
2024-08-29,referral,referral,FR,mobile,497,413,247,269,0.543,159.7,1986,9,1164.31,0.465
2024-08-29,referral,referral,FR,tablet,95,72,47,53,0.567,152.1,352,2,214.24,0.404
2024-08-29,direct,(none),DE,desktop,266,200,133,153,0.579,154.7,1057,6,743.38,0.345
2024-08-29,direct,(none),DE,mobile,364,280,157,238,0.657,196.2,1377,10,1223.77,0.322
2024-08-29,direct,(none),DE,tablet,61,47,29,34,0.562,153.8,245,1,115.17,0.402
2024-08-30,google,organic,US,desktop,1736,1271,847,1181,0.681,243.9,5714,66,8717.23,0.29
2024-08-30,google,organic,US,mobile,2479,1997,1219,1562,0.63,168.1,8493,79,8910.68,0.372
2024-08-30,google,organic,US,tablet,525,403,273,365,0.695,180.6,2200,22,3703.52,0.276
2024-08-30,direct,(none),US,desktop,1096,857,571,851,0.777,196.9,3567,43,6642.61,0.196
2024-08-30,direct,(none),US,mobile,2010,1512,866,1378,0.686,191.1,7737,85,14220.16,0.336
2024-08-30,direct,(none),US,tablet,373,299,199,266,0.715,121.3,1536,16,2238.68,0.318
2024-08-30,newsletter,email,US,desktop,406,323,230,238,0.586,216.1,1449,22,3300.97,0.457
2024-08-30,newsletter,email,US,mobile,501,378,255,284,0.568,178.0,1861,21,3060.04,0.44
2024-08-30,newsletter,email,US,tablet,115,98,63,69,0.601,192.0,399,4,700.67,0.368
2024-08-30,google,organic,UK,desktop,972,771,506,631,0.65,180.2,3550,32,4359.9,0.33
2024-08-30,google,organic,UK,mobile,1384,1061,697,804,0.581,182.5,5054,30,3461.27,0.322
2024-08-30,google,organic,UK,tablet,279,235,131,161,0.579,175.6,922,7,949.43,0.404
2024-08-30,referral,referral,FR,desktop,239,171,132,138,0.581,167.8,892,4,457.97,0.39
2024-08-30,referral,referral,FR,mobile,428,350,257,244,0.57,213.3,1534,8,743.54,0.432
2024-08-30,referral,referral,FR,tablet,87,68,42,50,0.584,197.1,364,1,103.77,0.456
2024-08-30,direct,(none),DE,desktop,217,168,106,130,0.6,207.1,790,5,622.43,0.372
2024-08-30,direct,(none),DE,mobile,307,240,141,179,0.585,220.9,1132,7,968.74,0.384
2024-08-30,direct,(none),DE,tablet,55,46,31,32,0.596,202.5,209,1,96.98,0.386
2024-08-31,google,organic,US,desktop,1548,1211,828,1015,0.656,134.3,5494,56,7346.3,0.334
2024-08-31,google,organic,US,mobile,2253,1808,1293,1492,0.662,154.2,7938,79,12244.23,0.325
2024-08-31,google,organic,US,tablet,309,252,156,187,0.608,180.5,1254,10,1455.62,0.413
2024-08-31,direct,(none),US,desktop,1049,808,485,718,0.685,201.4,4140,39,7076.35,0.288
2024-08-31,direct,(none),US,mobile,1687,1452,966,1167,0.692,159.8,6078,78,10929.48,0.262
2024-08-31,direct,(none),US,tablet,285,234,178,191,0.67,176.4,1177,12,1830.92,0.351
2024-08-31,newsletter,email,US,desktop,305,254,150,163,0.536,172.6,839,14,1929.53,0.475
2024-08-31,newsletter,email,US,mobile,528,420,286,309,0.586,172.1,2311,26,4416.89,0.45
2024-08-31,newsletter,email,US,tablet,101,89,59,58,0.58,162.5,364,4,674.67,0.39
2024-08-31,google,organic,UK,desktop,773,635,424,457,0.592,198.9,2835,16,1916.37,0.453
2024-08-31,google,organic,UK,mobile,1420,1165,817,846,0.596,173.0,5903,44,5749.72,0.398
2024-08-31,google,organic,UK,tablet,250,211,146,155,0.622,170.4,989,6,724.18,0.334
2024-08-31,referral,referral,FR,desktop,251,193,131,137,0.547,258.2,969,4,481.38,0.439
2024-08-31,referral,referral,FR,mobile,336,259,173,186,0.555,162.6,1180,6,536.3,0.394
2024-08-31,referral,referral,FR,tablet,75,60,37,37,0.503,178.5,304,1,126.65,0.461
2024-08-31,direct,(none),DE,desktop,154,114,70,91,0.594,170.1,686,3,358.7,0.339
2024-08-31,direct,(none),DE,mobile,268,200,143,158,0.591,142.1,783,6,733.79,0.423
2024-08-31,direct,(none),DE,tablet,44,36,21,22,0.512,187.6,183,1,107.52,0.467
2024-09-01,google,organic,US,desktop,1291,1000,665,809,0.627,150.6,4348,49,6867.56,0.411
2024-09-01,google,organic,US,mobile,1983,1713,1204,1337,0.675,176.7,9544,70,8252.84,0.332
2024-09-01,google,organic,US,tablet,299,251,175,192,0.644,156.0,1122,9,1339.41,0.372
2024-09-01,direct,(none),US,desktop,1124,879,566,803,0.714,177.0,4585,45,8075.59,0.299
2024-09-01,direct,(none),US,mobile,1230,947,677,886,0.721,180.2,4278,51,7500.92,0.309
2024-09-01,direct,(none),US,tablet,258,204,132,186,0.723,179.9,863,8,1160.87,0.274
2024-09-01,newsletter,email,US,desktop,259,215,139,164,0.634,164.8,971,12,1987.55,0.397
2024-09-01,newsletter,email,US,mobile,480,345,236,264,0.551,171.6,1898,20,3495.92,0.437
2024-09-01,newsletter,email,US,tablet,102,81,60,62,0.615,163.5,328,4,610.17,0.434
