date,campaign_id,campaign_name,campaign_type,market,device,impressions,clicks,cost,conversions,conversion_value,search_impression_share
2024-09-06,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2216,30,22.59,1.1,150.35,
2024-09-06,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,883,67,56.01,3.5,442.58,0.78
2024-09-06,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1539,104,112.86,5.5,758.41,0.75
2024-09-06,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,247,22,22.33,1.3,183.36,0.7
2024-09-06,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,701,57,44.09,2.8,319.86,0.8
2024-09-06,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1123,84,50.97,3.8,458.17,0.72
2024-09-06,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,270,20,13.44,1.0,126.23,0.84
2024-09-06,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,855,29,45.3,0.8,98.46,0.78
2024-09-06,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,975,39,64.09,1.1,140.24,0.7
2024-09-06,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,230,9,11.93,0.3,35.95,0.74
2024-09-06,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,1909,42,47.49,1.3,177.7,
2024-09-06,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2695,57,65.32,1.9,291.35,
2024-09-06,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,468,10,11.76,0.3,45.15,
2024-09-06,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,12220,55,21.84,1.0,113.01,
2024-09-06,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,12416,66,30.02,1.0,119.72,
2024-09-06,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,2323,11,6.0,0.2,21.19,
2024-09-07,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1124,88,102.04,5.5,786.58,0.72
2024-09-07,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,1299,103,128.93,7.4,992.35,0.62
2024-09-07,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,347,25,31.68,1.2,195.4,0.8
2024-09-07,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,514,21,57.93,0.5,57.65,0.7
2024-09-07,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1240,48,112.31,0.9,110.14,0.77
2024-09-07,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,178,7,19.48,0.2,22.81,0.79
2024-09-07,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,7417,81,70.9,2.5,345.23,
2024-09-07,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,10035,102,95.12,2.7,369.77,
2024-09-07,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2024,20,16.65,0.6,80.66,
2024-09-07,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,743,55,53.43,3.5,407.23,0.75
2024-09-07,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1077,71,62.24,4.3,556.07,0.72
2024-09-07,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,187,13,12.28,0.7,83.78,0.8
2024-09-07,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,501,41,26.39,1.7,174.94,0.73
2024-09-07,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1219,76,48.94,4.6,518.35,0.61
2024-09-07,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,216,14,11.13,0.6,72.72,0.71
2024-09-07,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,365,14,25.4,0.5,68.89,0.66
2024-09-07,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,1260,41,58.34,1.2,154.77,0.69
2024-09-07,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,123,5,9.09,0.1,13.2,0.73
2024-09-07,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,962,20,23.04,0.6,89.99,
2024-09-07,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2430,41,47.72,1.2,194.25,
2024-09-07,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,430,8,8.31,0.2,25.62,
2024-09-07,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,6644,35,17.35,0.5,59.38,
2024-09-07,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,11375,59,28.87,1.1,130.99,
2024-09-07,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,2527,14,5.81,0.2,21.77,
2024-09-08,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,860,62,73.01,3.5,462.91,0.69
2024-09-08,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,1639,110,133.81,5.5,820.59,0.67
2024-09-08,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,271,23,28.87,1.6,226.25,0.69
2024-09-08,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,757,26,79.1,0.8,94.37,0.72
2024-09-08,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1247,44,112.82,1.3,161.55,0.72
2024-09-08,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,159,6,20.06,0.2,23.36,0.74
2024-09-08,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,6064,74,56.8,1.8,252.38,
2024-09-08,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,8589,99,91.09,3.3,496.25,
2024-09-08,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,1725,21,17.95,0.8,95.03,
2024-09-08,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,461,38,41.3,2.2,251.55,0.72
2024-09-08,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,913,63,62.74,3.0,325.58,0.79
2024-09-08,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,160,12,11.69,0.6,70.14,0.66
2024-09-08,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,558,36,26.16,2.0,248.9,0.77
2024-09-08,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,803,55,44.37,2.5,291.41,0.76
2024-09-08,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,196,13,8.81,0.6,72.95,0.7
2024-09-08,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,352,15,23.19,0.5,56.51,0.7
2024-09-08,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,627,25,42.91,0.7,91.41,0.7
2024-09-08,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,106,5,6.98,0.2,25.22,0.71
2024-09-08,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,1263,26,29.65,0.7,104.81,
2024-09-08,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2396,45,45.14,1.0,162.7,
2024-09-08,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,411,8,9.03,0.2,31.46,
2024-09-08,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,5257,26,11.88,0.5,54.54,
2024-09-08,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,8861,40,17.76,0.7,85.83,
2024-09-08,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,1481,7,3.24,0.1,11.65,
2024-09-09,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1426,107,134.94,6.6,1016.55,0.68
2024-09-09,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,2218,196,236.87,11.5,1718.36,0.72
2024-09-09,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,367,31,38.92,1.6,258.61,0.61
2024-09-09,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,987,36,101.19,1.1,112.38,0.69
2024-09-09,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1251,45,129.03,1.3,157.51,0.78
2024-09-09,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,399,12,33.71,0.3,31.7,0.79
2024-09-09,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,7440,85,81.08,2.8,384.33,
2024-09-09,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,12669,158,129.24,4.5,548.72,
2024-09-09,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2400,29,27.15,1.1,145.32,
2024-09-09,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,1173,79,76.65,5.3,743.61,0.71
2024-09-09,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1514,123,113.02,4.8,573.09,0.78
2024-09-09,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,277,18,18.33,1.2,170.86,0.71
2024-09-09,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,643,54,41.96,2.7,364.45,0.67
2024-09-09,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1381,101,62.49,4.6,522.57,0.77
2024-09-09,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,364,24,14.46,1.2,132.84,0.67
2024-09-09,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,953,37,49.49,1.2,143.11,0.77
2024-09-09,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,936,37,64.57,1.2,158.95,0.68
2024-09-09,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,148,6,9.5,0.2,24.55,0.7
2024-09-09,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,2701,58,54.73,1.5,204.36,
2024-09-09,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,3074,65,66.66,2.1,305.05,
2024-09-09,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,570,12,12.76,0.4,54.29,
2024-09-09,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,10304,49,21.06,0.6,68.14,
2024-09-09,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,15251,82,31.13,1.3,139.13,
2024-09-09,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,4487,19,7.41,0.4,48.05,
2024-09-10,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1051,89,111.85,4.0,617.05,0.77
2024-09-10,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,1728,154,208.6,9.4,1313.77,0.66
2024-09-10,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,387,30,39.22,1.3,207.63,0.73
2024-09-10,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,842,34,105.3,0.6,74.5,0.64
2024-09-10,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1719,64,183.75,1.5,153.03,0.69
2024-09-10,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,323,10,33.06,0.3,34.13,0.74
2024-09-10,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,6809,89,77.68,2.4,306.38,
2024-09-10,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,11491,126,132.91,5.0,783.24,
2024-09-10,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2506,28,23.37,0.9,107.83,
2024-09-10,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,852,60,65.59,3.2,359.39,0.74
2024-09-10,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1526,112,107.32,5.9,797.8,0.72
2024-09-10,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,239,20,19.63,1.2,158.41,0.81
2024-09-10,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,781,58,46.36,2.0,254.01,0.73
2024-09-10,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1405,95,68.91,4.4,482.04,0.79
2024-09-10,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,283,18,12.44,0.8,93.38,0.74
2024-09-10,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,705,30,38.69,1.1,126.21,0.81
2024-09-10,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,1223,47,71.71,1.2,161.85,0.68
2024-09-10,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,184,6,11.43,0.1,12.48,0.74
2024-09-10,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,1715,43,46.7,1.2,164.9,
2024-09-10,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2637,56,62.71,1.8,221.98,
2024-09-10,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,472,10,12.24,0.3,43.82,
2024-09-10,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,6913,38,19.92,0.6,60.32,
2024-09-10,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,14457,63,30.32,1.1,125.4,
2024-09-10,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,2910,13,6.25,0.3,31.38,
2024-09-11,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1323,107,132.62,6.4,872.27,0.7
2024-09-11,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,2739,209,216.91,13.1,1705.38,0.79
2024-09-11,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,473,43,45.44,2.5,374.64,0.69
2024-09-11,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,1306,42,122.63,0.9,95.38,0.73
2024-09-11,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1792,62,185.4,1.3,147.49,0.79
2024-09-11,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,320,10,29.71,0.3,34.68,0.78
2024-09-11,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,9453,112,90.49,3.3,394.91,
2024-09-11,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,10814,134,116.73,4.4,579.66,
2024-09-11,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2335,30,26.31,0.8,74.11,
2024-09-11,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,1144,84,68.5,4.5,659.29,0.74
2024-09-11,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1324,103,106.16,5.4,762.17,0.66
2024-09-11,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,313,24,19.66,1.4,206.41,0.63
2024-09-11,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,746,54,40.98,2.5,265.51,0.69
2024-09-11,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1569,114,79.76,5.1,530.99,0.77
2024-09-11,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,238,15,13.38,0.7,72.05,0.73
2024-09-11,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,1046,41,49.33,1.1,129.78,0.74
2024-09-11,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,1298,53,78.73,1.6,200.03,0.66
2024-09-11,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,216,9,14.3,0.2,24.08,0.71
2024-09-11,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,2074,39,36.03,1.2,159.22,
2024-09-11,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,3143,60,60.91,1.6,262.81,
2024-09-11,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,492,11,14.21,0.3,37.89,
2024-09-11,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,7828,37,19.15,0.6,63.72,
2024-09-11,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,14047,72,33.7,1.2,139.24,
2024-09-11,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,2432,13,5.82,0.2,21.0,
2024-09-12,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1742,134,147.9,8.6,1451.92,0.75
2024-09-12,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,2534,181,229.31,11.0,1591.2,0.74
2024-09-12,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,412,32,40.01,1.9,248.44,0.7
2024-09-12,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,1259,44,128.91,1.4,149.71,0.66
2024-09-12,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,2166,74,209.28,1.6,198.88,0.75
2024-09-12,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,266,9,27.42,0.2,21.85,0.79
2024-09-12,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,9539,112,91.96,3.5,443.08,
2024-09-12,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,10692,149,123.27,5.3,769.0,
2024-09-12,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2677,32,24.72,1.1,133.55,
2024-09-12,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,723,60,71.35,3.9,515.86,0.78
2024-09-12,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1151,92,95.19,5.2,747.17,0.69
2024-09-12,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,282,19,18.51,1.1,123.34,0.78
2024-09-12,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,1028,66,44.44,2.9,351.86,0.75
2024-09-12,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1327,99,63.56,4.1,473.76,0.73
2024-09-12,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,277,17,13.1,0.6,65.87,0.82
2024-09-12,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,764,30,54.91,0.7,71.1,0.68
2024-09-12,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,897,39,67.79,1.2,139.32,0.66
2024-09-12,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,192,8,13.01,0.2,26.3,0.74
2024-09-12,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,1730,37,38.51,1.0,157.8,
2024-09-12,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,3503,70,73.62,2.0,263.68,
2024-09-12,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,414,9,11.24,0.3,47.09,
2024-09-12,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,8572,39,20.66,0.6,56.71,
2024-09-12,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,14440,76,32.86,1.4,139.3,
2024-09-12,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,3161,13,6.02,0.2,20.64,
2024-09-13,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1547,132,161.96,6.5,1032.54,0.79
2024-09-13,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,1762,148,165.08,9.6,1316.44,0.7
2024-09-13,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,334,30,36.65,1.6,250.58,0.67
2024-09-13,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,837,32,99.31,0.9,96.63,0.69
2024-09-13,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,2144,67,190.88,1.8,203.65,0.82
2024-09-13,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,301,12,37.44,0.3,38.2,0.81
2024-09-13,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,10347,103,85.36,3.3,474.85,
2024-09-13,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,14272,162,145.08,4.0,518.61,
2024-09-13,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,2118,27,22.82,1.1,149.97,
2024-09-13,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,908,69,64.6,3.4,446.25,0.75
2024-09-13,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1367,107,106.86,4.6,628.47,0.68
2024-09-13,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,242,19,16.46,1.0,112.51,0.75
2024-09-13,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,711,51,36.58,2.5,328.48,0.64
2024-09-13,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1382,101,69.05,4.7,525.26,0.69
2024-09-13,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,191,14,10.94,0.7,78.5,0.68
2024-09-13,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,669,24,38.5,0.9,100.73,0.74
2024-09-13,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,1252,51,82.55,1.4,155.66,0.76
2024-09-13,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,282,10,14.92,0.2,23.04,0.71
2024-09-13,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,2134,44,52.71,1.2,160.16,
2024-09-13,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,4558,72,81.21,1.9,247.74,
2024-09-13,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,505,10,11.81,0.3,46.41,
2024-09-13,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,7932,37,20.26,0.7,75.27,
2024-09-13,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,14376,75,35.26,1.2,120.14,
2024-09-13,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,3551,19,8.21,0.3,32.26,
2024-09-14,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,1391,81,102.13,5.0,658.31,0.74
2024-09-14,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,1670,130,142.71,6.8,948.49,0.65
2024-09-14,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,244,17,23.11,1.0,153.73,0.68
2024-09-14,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,668,26,74.75,0.6,71.14,0.62
2024-09-14,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1374,44,124.23,1.0,106.48,0.72
2024-09-14,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,304,10,26.71,0.3,39.49,0.63
2024-09-14,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,5809,69,60.97,1.6,224.66,
2024-09-14,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,12450,134,115.61,4.0,616.46,
2024-09-14,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,1689,21,19.72,0.6,79.7,
2024-09-14,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,567,49,49.32,3.1,357.24,0.73
2024-09-14,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,1195,84,85.14,6.2,723.65,0.66
2024-09-14,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,174,12,14.62,0.6,84.72,0.72
2024-09-14,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,597,43,31.85,2.2,279.14,0.74
2024-09-14,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,1021,75,53.98,3.4,390.98,0.79
2024-09-14,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,256,18,11.21,0.7,78.5,0.74
2024-09-14,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,741,24,35.85,0.6,80.38,0.56
2024-09-14,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,817,37,59.58,1.1,114.82,0.74
2024-09-14,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,160,6,10.93,0.2,23.93,0.67
2024-09-14,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,2086,38,36.99,0.9,110.98,
2024-09-14,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,2190,43,53.07,1.0,149.41,
2024-09-14,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,577,11,11.4,0.3,47.45,
2024-09-14,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,7336,39,15.56,0.8,88.04,
2024-09-14,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,mobile,9308,49,24.33,0.8,88.35,
2024-09-14,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,tablet,1643,8,3.97,0.1,10.97,
2024-09-15,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,desktop,814,69,90.38,4.1,630.82,0.74
2024-09-15,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,mobile,1433,113,134.1,7.2,1013.35,0.7
2024-09-15,gads_search_brand_us_001,US - Search - Brand - Core,Search,US,tablet,324,24,31.77,1.5,219.56,0.74
2024-09-15,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,desktop,635,23,73.14,0.6,78.0,0.73
2024-09-15,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,mobile,1124,39,114.72,1.0,114.37,0.68
2024-09-15,gads_search_nonbrand_us_002,US - Search - Non-Brand - Generic,Search,US,tablet,219,7,18.1,0.2,24.2,0.7
2024-09-15,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,desktop,2931,39,38.71,1.8,280.08,
2024-09-15,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,mobile,6825,74,74.86,3.3,400.1,
2024-09-15,gads_shopping_us_003,US - Shopping - Smart,Shopping,US,tablet,1438,17,15.45,0.8,108.86,
2024-09-15,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,desktop,554,45,40.47,2.3,320.9,0.79
2024-09-15,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,mobile,563,51,54.26,2.9,395.07,0.78
2024-09-15,gads_search_brand_uk_004,UK - Search - Brand,Search,UK,tablet,184,12,11.93,0.7,94.63,0.75
2024-09-15,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,desktop,754,50,32.46,2.8,318.13,0.73
2024-09-15,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,mobile,848,69,44.87,2.9,303.42,0.69
2024-09-15,gads_search_brand_fr_005,FR - Search - Brand,Search,FR,tablet,142,9,6.25,0.4,43.52,0.77
2024-09-15,gads_search_generic_de_006,DE - Search - Generic,Search,DE,desktop,511,20,33.61,0.6,65.85,0.71
2024-09-15,gads_search_generic_de_006,DE - Search - Generic,Search,DE,mobile,497,25,40.56,0.8,84.07,0.7
2024-09-15,gads_search_generic_de_006,DE - Search - Generic,Search,DE,tablet,134,5,8.34,0.2,22.51,0.67
2024-09-15,gads_pmax_us_007,US - PMax - All Products,PMax,US,desktop,1470,31,31.01,0.7,111.84,
2024-09-15,gads_pmax_us_007,US - PMax - All Products,PMax,US,mobile,1839,38,41.03,1.0,141.61,
2024-09-15,gads_pmax_us_007,US - PMax - All Products,PMax,US,tablet,324,7,8.79,0.2,27.67,
2024-09-15,gads_display_retargeting_uk_008,UK - Display - Retargeting,Display,UK,desktop,8151,37,18.45,0.7,74.94,
